Issue_Size,Subscription_QIB,Subscription_HNI,Subscription_RII,Issue_Price,Listing_Gains_Profit
0.1725941495918773,0.0160259242892915,0.0052166541684327,0.1489795918367346,0.0163581575548859,1
0.1642304152726274,0.0308734717926056,0.0047601969286948,0.1025510204081632,0.1601377529057253,0
0.2455444989320015,0.0001178376785977,6.520817710540902e-05,0.0066326530612244,0.2152389151958674,1
0.0509514849333615,0.0833112387685962,0.0110853901079195,0.173469387755102,0.0912613000430477,0
1.0,0.0253351008985122,0.0201493267255713,0.0158163265306122,0.2582866982350409,1
0.2602411182889594,0.1456473707467962,0.072707117472531,0.1673469387755101,0.5716745587602239,1
0.4688818412232361,1.0,0.7548498581722148,0.3316326530612244,1.0,1
0.3805338890463319,0.1192517307409043,0.1456750676534837,0.1801020408163265,0.4563065002152389,1
1.0,0.0334659007217557,0.000652081771054,0.0030612244897959,0.1894102453723633,0
0.0760266654115724,0.5708057151274119,0.6913370936715464,0.5653061224489795,0.1420576840292725,1
0.0240337193081893,0.0040064810723228,0.0274526425613771,0.096938775510204,0.0249677141627206,0
0.0483278039088841,0.0115480925025776,0.0119983045873952,0.083673469387755,0.1808006887645286,1
1.0,0.2910590661363971,0.1656287698477389,0.1178571428571428,0.21093413689195,1
0.0240337193081893,0.0,0.0,0.0,0.0585449849332759,1
0.400842381861752,0.0301664457210192,0.0055426950539597,0.1331632653061224,1.0,0
0.0715003149418634,0.1709824716453085,0.021844739330312,0.0224489795918367,0.6284976323719329,1
0.4978985516679901,0.5731624686993666,1.0,0.3306122448979591,0.6939302625914765,0
0.0092129257348059,0.0146118721461187,0.0501450881940595,0.1346938775510203,0.056823073611709,0
0.1653479832204583,0.0,6.520817710540902e-05,0.0224489795918367,0.2204046491605682,1
0.1434652817903518,0.3987627043747238,0.8832447588927651,0.2051020408163265,0.1808006887645286,1
0.2002809942349115,0.1555457357490057,0.5588340777933554,0.4668367346938775,0.0396039603960396,1
0.021490150681406,0.2588893798792163,0.1408496625476835,0.6892857142857142,0.1248385708136031,1
0.0396556368585124,0.0708204448372366,0.0521665416843272,0.1107142857142857,0.0688764528626775,1
0.1201685965409469,0.0103697157166003,0.009259561148968,0.0173469387755102,0.099009900990099,1
0.018025289481142,0.0120194432169686,0.1988849401714975,0.370408163265306,0.0774860094705122,1
