Issue_Size,Subscription_QIB,Subscription_HNI,Subscription_RII,Issue_Price,Listing_Gains_Profit
0.07602666541157242,0.5708057151274119,0.6913370936715464,0.5653061224489795,0.1420576840292725,1
0.13166472561003084,0.6998379731919281,0.3387564800625999,0.1933673469387755,0.1248385708136031,0
0.02253161185142755,0.01166593018117543,0.10824557399497899,0.3188775510204081,0.06457167455876023,1
0.08003228529627066,0.013197820002945941,0.023800984643474292,0.03163265306122449,0.1420576840292725,0
0.0,0.006127559287082044,0.009911642920022171,0.11530612244897957,0.06457167455876023,0
0.060084298270473464,0.003063779643541022,0.03306054579244237,0.1530612244897959,0.18941024537236334,0
0.6008429827047347,0.015908086610693768,0.007890189429754491,0.000510204081632653,0.4029272492466638,0
0.017256210463279978,0.005067020179702459,0.03619053829350201,0.023469387755102038,0.03874300473525613,0
0.2945732863207079,0.01685078803947562,0.02797430797822047,0.014285714285714285,0.20662935858803272,0
0.04125788481239178,0.5814111062012078,0.8120374294936585,0.9464285714285714,0.38743004735256137,1
0.01802528948114204,0.012019443216968625,0.19888494017149752,0.37040816326530607,0.07748600947051226,1
0.05687980236271488,1.0,0.6818819079912621,0.523469387755102,0.21696082651743437,0
0.13218545619504163,0.5547797908381205,0.2552900133676763,0.5,0.056823073611709,1
0.051424148079755885,1.0,1.0,0.9923469387755101,0.06887645286267757,1
0.2803933919288762,0.619944027102666,0.2568550096182061,0.23265306122448975,0.22212656048213517,0
0.04670552785558137,0.10098689055825599,0.2957190831730299,0.5372448979591836,0.09470512268618167,0
0.06729841968281497,1.0,0.7024876919565715,1.0,0.2668962548428756,0
0.15433252853753815,0.016261599646486963,0.03997261256561573,0.07091836734693877,0.2238484718037021,0
0.021490150681406008,0.25888937987921634,0.1408496625476835,0.6892857142857142,0.1248385708136031,1
0.05808148832812435,0.009191338930623067,0.0194972449545173,0.033673469387755096,0.11622901420576841,0
0.0310195203871031,0.4174988952717631,0.3356916957386456,0.43010204081632647,0.11020232458028412,1
0.16222760533027836,0.02993077036382383,0.0014345798963189985,0.008163265306122448,0.04649160568230736,0
0.02553582676495122,0.0003535130357931948,0.03312575396954778,0.13979591836734692,0.06457167455876023,0
0.04322063855589391,0.09391662984239209,0.06859900231489029,0.1433673469387755,0.11192423590185105,1
0.43220638555893914,0.10640742377375163,0.02210557203873366,0.15918367346938775,0.02238484718037021,0
0.6609272809752081,0.020857269111798495,0.007498940367122037,0.031122448979591832,0.08781747739991391,0
0.08011239769396462,0.01743997643246428,0.007824981252649082,0.02040816326530612,0.06457167455876023,0
0.028744328292594507,0.05043452643982913,0.31854194515992307,0.5117346938775509,0.20662935858803272,1
0.10815173688685224,0.10581823538076299,0.02210557203873366,0.0510204081632653,0.14291863969005597,1
0.02126984158774761,0.00011783767859773161,0.08124938867333964,0.3780612244897959,0.10159276797244943,1
0.6625175120694333,0.24015318898217702,0.11907013139447688,0.1433673469387755,0.8480413258717177,1
0.11896691057553746,0.23791427308882013,0.34879853933683286,0.33775510204081627,0.56823073611709,0
0.027538636707300338,0.014965385181911916,0.07114212122200124,0.33775510204081627,0.09470512268618167,0
0.20028099423491155,0.1555457357490057,0.5588340777933554,0.46683673469387754,0.039603960396039604,1
0.14300062988372686,0.016968625718073352,0.008477063023703173,0.0923469387755102,0.02496771416272062,0
0.02062894240619589,0.020975106790396228,0.1511525545303381,0.6423469387755101,0.0370210934136892,0
0.05908289329929891,0.06964206805125939,0.23396693945420757,0.5632653061224488,0.10159276797244943,0
0.1401966959644381,0.3039033731035498,0.47862801995370224,0.6096938775510203,0.15066724063710718,1
0.046064628674029655,0.5591397849462365,0.6646669492354342,1.0,0.2668962548428756,1
0.3605057896228408,0.024628074826925906,0.0041733233347461774,0.009183673469387754,0.04046491605682308,0
0.21229785388900624,0.05326263072617468,0.009455185680284308,0.05051020408163265,0.38743004735256137,0
0.0,0.06905287965827073,0.18636497016725898,0.3158163265306122,0.009470512268618166,1
0.04205900878933143,0.020150243040212106,0.024974731831371656,0.13418367346938773,0.11622901420576841,0
0.10736262976956668,0.32982766239505074,0.40742069055459557,0.46275510204081627,0.3056392595781317,1
0.1893055957508384,0.42574753277360433,0.6584721724104203,0.4362244897959184,1.0,0
0.02010821182118512,0.019561054647223446,0.2669622770695445,0.3801020408163265,0.08609556607834697,1
0.0901264474057102,0.3007217557814111,0.09070457435362395,0.17653061224489794,0.27894963409384416,0
0.03677159054152976,0.007895124466048018,0.19034266897068894,0.4341836734693877,0.08781747739991391,1
0.0690608924320822,0.043364265723965234,0.002217078021583907,0.019387755102040813,0.10934136891950065,0
0.4120220669599447,0.2610104580939755,0.023540151935052656,0.04795918367346938,0.2238484718037021,1
0.07905491404440429,0.006127559287082044,0.02060578396530925,0.053061224489795916,0.21351700387430048,0
0.02189872390964523,0.018147002504050668,0.21805614424048775,0.4081632653061224,0.06112785191562635,0
0.4806743861637877,0.05090587715422006,0.0015649962505298164,0.004081632653061224,0.15755488592337494,1
1.0,0.2910590661363971,0.16562876984773892,0.11785714285714284,0.21093413689195006,1
0.01802528948114204,0.0711739578730299,1.0,1.0,0.1076194575979337,0
0.019527396937903875,0.0018854028575637058,0.04740634475563236,0.28571428571428564,0.06457167455876023,0
0.5047081054719771,0.0,0.0,0.0,0.32285837279380114,0
0.12016859654094693,0.015436735896302841,0.01323725995239803,0.08163265306122448,0.19629789065863107,0
0.2703793422171306,0.008248637501841212,0.027713475269798834,0.016836734693877548,0.34438226431338786,0
0.19226975446551509,0.5868316394167034,0.14939193374849208,0.42755102040816323,0.10331467929401636,1
0.06609272809752081,0.012019443216968625,0.025561605425320336,0.24591836734693875,0.09470512268618167,0
0.03179661064473455,0.009662689645013992,0.034364709334550554,0.5051020408163265,0.08437365475678002,0
0.06809553803986992,0.013197820002945941,0.013041635421081804,0.06173469387755101,0.07748600947051226,1
0.012145039490405036,0.0,0.0014345798963189985,0.223469387755102,0.060266896254842876,0
0.02803132795311822,0.0020032405361614376,0.02914805516611783,0.11581632653061223,0.06629358588032716,1
0.0373644222844651,0.257711003093239,0.65123406475172,1.0,0.17649591046061128,1
0.17575057806101957,0.03358373840035351,0.0014345798963189985,0.060204081632653055,0.02410675850193715,0
0.022383403915693715,0.012255118574164088,0.041668025170356365,0.2928571428571428,0.0594059405940594,0
0.36100649210842806,0.2947120341729268,0.39737863128036255,0.43367346938775503,0.15066724063710718,1
0.018357755931571993,0.0038886433937251434,0.021388282090574157,0.475,0.030133448127421438,0
0.30042149135236734,0.003063779643541022,0.050927586319324446,0.031122448979591832,0.008609556607834697,0
0.024033719308189386,0.004006481072322875,0.027452642561377198,0.09693877551020406,0.02496771416272062,0
0.08795540142820377,0.010016202680807187,0.01265038635844935,0.07551020408163264,0.10073181231166595,0
0.014780737374536472,0.0,0.011867888233184442,0.14948979591836734,0.07318123116659492,1
0.04806743861637877,0.0016497275003682426,0.01728016693293339,0.09387755102040815,0.2014636246233319,1
0.010314471203097945,0.0,0.007238107658700402,0.17397959183673467,0.034438226431338786,0
0.009313066231923387,0.007659449108852555,0.020997033027941706,0.7255102040816326,0.05424020662935859,1
0.026108630408463073,0.012255118574164088,0.0011085390107919535,0.09285714285714285,0.008609556607834697,1
0.016278839211413612,0.002710266607747827,0.008803103909230219,0.33520408163265303,0.061988807576409816,1
0.013919529099326353,0.0003535130357931948,0.008933520263441037,0.21326530612244893,0.09298321136461472,0
0.022070965564687253,0.0,0.01265038635844935,0.2581632653061224,0.0705983641842445,0
0.032806026855678516,0.0029459419649432903,0.06188256007303316,0.4418367346938775,0.10073181231166595,0
0.4986996756449298,0.0227426719693622,0.04029865345114277,0.49030612244897953,0.04476969436074042,0
0.044886976427928375,0.012019443216968625,0.010954973753708715,0.1408163265306122,0.11622901420576841,0
0.025235405273598854,0.0,0.018388705943725343,0.1714285714285714,0.08609556607834697,0
0.09092757138264984,0.07683016644572101,0.0020866616673730887,0.01836734693877551,0.22040464916056823,0
0.09112785237688475,0.00871998821623214,0.03260408855270451,0.014795918367346936,0.04993542832544124,0
0.04832780390888416,0.011548092502577698,0.01199830458739526,0.08367346938775509,0.18080068876452862,1
0.024033719308189386,0.00365296803652968,0.017997456881092888,0.23877551020408158,0.1188118811881188,0
0.014760709275112981,0.012019443216968625,0.006064360470803039,0.11836734693877549,0.09470512268618167,1
0.03304636404876041,0.0028281042863455585,0.03064784323954224,0.31530612244897954,0.12914334911752046,0
0.041910800853597587,0.006009721608484312,0.010107267451338399,0.07908163265306122,0.1334481274214378,1
0.03725226492769355,0.012137280895566356,0.010172475628443808,0.11989795918367346,0.16013775290572535,0
0.019627537435021332,0.0018854028575637058,0.07362003195200678,0.34795918367346934,0.04218682737839001,0
